page,block_type,character,text,explicit_tone,scene
169,DIALOGUE,CONTINUOUS,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,oks gekjs ekyh dk cs Vk FkkA lc yks x mls Nks Vs,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,cq ykrs Fks A eka cki ds xq t+ jus ds ckn Hkh ikik,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,him Chhote. He stayed on with us after,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,us mls ?kj es a jgus fn;kA ?kj ds vkW M tkW Cl,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,he was orphaned. He did odd jobs around,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,djrk FkkA cYc cnyuk] va Ms cz s M ys vkuk] bL=kh,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,"the house, ran errands. He had a passion",,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,djuk] ykbd iM+ us dk cM+ k 'kkS d FkkA,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,REAL RANCHO,for learning.,,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,FLASHBACK,"and pauses, looking around, adjusting his",,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,FLASHBACK,"ill-fi tted tie. Then, a gradual smile lights",,"INT. BATHROOM, CHANCHAD"
169,DIALOGUE,FLASHBACK,up his face. He starts walking.,,"INT. BATHROOM, CHANCHAD"
170,DIALOGUE,FLASHBACK,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD"
170,DIALOGUE,TEACHER,dkSu lh Dykl esa gks csVk\ uke D;k gS,,"INT. BATHROOM, CHANCHAD"
170,DIALOGUE,TEACHER,rqEgkjk\,,"INT. BATHROOM, CHANCHAD"
170,DIALOGUE,TEACHER,your name?,,"INT. BATHROOM, CHANCHAD"
170,DIALOGUE,TEACHER,wide eyed with fright and guilt.,,"INT. BATHROOM, CHANCHAD"
171,DIALOGUE,TEACHER,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD"
171,DIALOGUE,DAY,home. Chhote and the Teacher stand,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,DAY,before him.,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,DAY,';keynkl,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,'kq:vkr rqeus dh gS] rks [kre Hkh rqe gh,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,djksxsA,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,goes up to the Teacher.,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,';keynkl,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,iwjs fgekpy esa yksx eq>s lyke Bksdrs gSa] vkSj,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,esjs ?kwers gh] esjh ihB ds ihNs vaxwBk Nki,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,behind my back they mock me as an,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,"dgrs gSaA esjs csVs ds lkFk ,slk ugha gksxkA",,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,illiterate. I won’t let that happen to my,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,son. This boy wants to study. I want just,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,"bls fo|k pkfg,] vkSj eq>s flQZ fMxzhA tSlk",glancing at Chhote,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,a degree. Let the game go on. Make this,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,py jgk gS oSlk pyus nsaA bfUtfu;j cukb;s,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,kid an engineer and I’ll have a degree in,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,bl ykSaMs dksA vkSj j.kNksM+nkl ds uke dh,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,my son’s name on that wall.,,"INT. CHANCHAD BHAWAN, SHIMLA"
171,DIALOGUE,SHAMALDAS,"fMxzh ogk¡ ml fnokj is pkfg,] eq>sA",,"INT. CHANCHAD BHAWAN, SHIMLA"
172,DIALOGUE,"BHAWAN, SHIMLA DAY",fj;y jSUpks,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,eSa pkj lky ds fy;s yanu pyk x;k vkSj oks,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,esjs uke ls vkblhb esa i<+rk jgkA ikik ds,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,to college as me. He’d promised to cut,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,lkFk Mhy Fkh fd fMxzh feyus ds ckn vkblhb,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,contact with all after getting the degree.,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,ds fdlh vkneh ls ykbQ esa ugha feysxkA,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,oks vDlj dgrk Fkk eSa rks ughaa feywaxk],,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,"ij ,d fnu nks bfM;V vk;saxs eq>s <w<+rs gq,A",,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,then what will you people do? Two idiots,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,rc rqe yksx D;k djksxs\,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,will come looking for me.”,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,"cgqr fel djrk gS rqe nksuks dksA eSa ,MjSl",,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,nsrk gw¡A tkvks mlds iklA ij esjk ;s lhØsV,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,"his address, go to him. But please keep",,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,fdlh dks er crkuk ;kjA,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,my secret.,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,REAL RANCHO,speak together.,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,FARHAN RAJU,dkSu lk lhØsV\,,"INT. BATHROOM, CHANCHAD"
172,DIALOGUE,CONTINUOUS,watching Chatur’s SUV zoom away.,,"EXT. CHANCHAD BHAWAN, SHIMLA"
172,DIALOGUE,CONTINUOUS,relief and looks down at the urn in his,,"EXT. CHANCHAD BHAWAN, SHIMLA"
172,DIALOGUE,CONTINUOUS,hands. He lifts the lid to look inside,,"EXT. CHANCHAD BHAWAN, SHIMLA"
172,DIALOGUE,CONTINUOUS,and does a double take. He peers into,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,CONTINUOUS,"it, upturns it to no avail. It’s empty.",,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,CONTINUOUS,retreating SUV.,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,CONTINUOUS,fj;y jSUpks,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,REAL RANCHO,ik vk;s!,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,REAL RANCHO,a similar urn in his hands.,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,REAL RANCHO,vVsaMsUV,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,ATTENDANT,lkgcth] vki xyr yksVk ys vk;sA cM+s lkgc,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,ATTENDANT,rks blesa gSaA,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,ATTENDANT,here.,,"EXT. CHANCHAD BHAWAN, SHIMLA"
173,DIALOGUE,CHATUR,okSV n gsy bt+ xksbax vkWu\ ;s xu okyk,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,CHATUR,vkneh dkSu gS\,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,CHATUR,gun guy?,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,CHATUR,next to him.,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,CHATUR,jktw,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,RAJU,vcs cgqr dEIyhdsfVM LVksjh gS] vkSj fcuk,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,RAJU,"lcVkbZVy ds gSA rsjs dks ugha le> vk,xhA",,EXT. ROADS MOMENTS LATER
173,DIALOGUE,RAJU,will not understand.,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,FARHAN,bXukSj djA bXukSj djA,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,FARHAN,prqj,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,CHATUR,ge dgk¡ tk jgs gSa\,,EXT. ROADS MOMENTS LATER
173,DIALOGUE,FARHAN,yík[kA,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,FARHAN,jSUpks ls feyusA,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,FARHAN,prqj,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,oks yík[k esa gS\ ogk¡ D;k dj jgs gSa\,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,FARHAN,"irk ugha A ys fdu ;s dks bZ Ldw y dk ,MjS l",,EXT. ROADS MOMENTS LATER
174,DIALOGUE,FARHAN,gS A,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,FARHAN,school.,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,style.,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,prqj,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,"ekLVjth\ vkb ,se okbl izsftMsUV vkWQ",,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,"jkSdy¸t+ dkWjiksjs'ku vkSj oks QkWj ,siy]",,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,ch QkWj ckWyA,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,for Ball,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,RAJU,prqj,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,uSDLV ohd esa Qqulq[k okaxMw ds lkFk,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,eYVh fefy;u MkWyj Mhy lkbu d:axk vkSj,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,oks,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,from the rear view mirror of the SUV.,,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,"as Farhan plugs cotton into his ears, both",,EXT. ROADS MOMENTS LATER
174,DIALOGUE,CHATUR,shutting out Chatur.,,EXT. ROADS MOMENTS LATER
175,DIALOGUE,CHATUR,prqj,,EXT. ROADS MOMENTS LATER
175,DIALOGUE,CHATUR,cM+h cM+h ckrsa djrk Fkk MksUV dEihV,,EXT. ROADS MOMENTS LATER
175,DIALOGUE,CHATUR,dks&vkWijsV,,EXT. ROADS MOMENTS LATER
175,DIALOGUE,DIRECTOR,ewu is dne j[kus okyk igyk bUlku dkSu,,"INT. AUDITORIUM, ICE DAY"
175,DIALOGUE,DIRECTOR,"up eagerly, along with almost everyone",,"INT. AUDITORIUM, ICE DAY"
175,DIALOGUE,DIRECTOR,else.,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,know it. Who was the second?,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,second.,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,"in the back row, exchange looks.",,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,nks eghus ckn] NCchl daifu;k¡ bl dSEil esa,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,"vk;saxh] vkidks tkWCl vkWQj djus ds fy,A",,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,offers. You’ll have a job even before your,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,mldk eryc ;s gSa vkids Qkbuy bXt+Sel ds,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,fi nal exam.,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,igys] vkids gkFk esa tkWCl gksaxsA,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,friends. They’re both transfi xed by the,,"INT. AUDITORIUM, ICE DAY"
176,DIALOGUE,DIRECTOR,medal on the pedal. Accelerator dabao.,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,jktw,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,RAJU,"lj liks t+ fdlh LVw MUV dks tkW c fey tk,",,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,RAJU,"vkS j oks QkbuYl es a ,d nks ekDlZ ls Qs y",,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,RAJU,"narrowly fails the fi nal exam, will he still",,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,RAJU,"gks tk, rks D;kA tkW c jgs xh ;k",,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,RAJU,have the job?,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,oSjh xqM DoS'ku\ vkSj dksbZ gS ftlds eu esa,sarcastically,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,same question?,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,;s loky mBrk gSA,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,a big hand. Come on stage. Come!,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,his hand across his face in exasperation.,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,their way slowly to the stage.,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,vkb;s] vkb;s] MkSUV osLV ekb Vkbe!,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,"the stage, the Director goes up to them,",,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,continuing to speak.,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,fiNys pkj lky ls ;s vkblhb ds lcls,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,dalhLVasV LVwMsUVl jgs gSaA D;ksaafd ;s dalhLVsaVyh,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,most consistent students. Consistently last,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,gj bXt+Se esa ykLV vk;s gSaA,,"INT. AUDITORIUM, ICE DAY"
177,DIALOGUE,DIRECTOR,in every exam.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,them.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,troubled eyes.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,and Raju to the centre of the stage.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,de ekb t+hfu;llsl deA bu nks t+hfu;llsl,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,ds czsUl dks fudky ds ge ckt+kj esa cspsaxs rks,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,will fetch a handsome price. ’Cause they’re,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,cgqr vPNk izkbl vk;sxk] D;ksaafd ;s vu;wLM,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,completely unused.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,czsUl gSaA dHkh bLrseky gh ugha fd;kA,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,are not laughing anymore. Rancho looks,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,deeply disturbed and angry.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,",.M Vw vkUlj fn;j Dos'kuA buds ikl ;k",,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,won’t affect their jobs because no company,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,iM+us okykA D;ksaafd budks tkWCl feyus okyh,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,"will hire them anyway! They’re so unique,",,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,gh ughaa gSA vkb xjkUVh bVA budk uke,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,their names will be written in gold,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,"xksYM esa fy[kk tk;sxkA QjgkuukbVsªV ,.M",,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,‘Farhanitrate’ and ‘Prerajulisation’.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,izhjktwykbt+s'kuA,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,the Director stares piercingly at Rancho.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,fl ashing in his eyes.,,"INT. AUDITORIUM, ICE DAY"
178,DIALOGUE,DIRECTOR,joins in.,,"INT. AUDITORIUM, ICE DAY"
179,DIALOGUE,NIGHT,wide steps leading up to the tank. They,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,NIGHT,are drunk.,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,FARHAN,lkys us iw jk cykRdkj dj fn;kA lkew fgd cykRdkj],slurring,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,FARHAN,;w uksA bu ÝUV vkWQ lcds lkeusA,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,FARHAN,heavens.,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,FARHAN,jktw,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,sticks. Do me just one favor pick Virus,shouting,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,tykÅaxk],,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,from this world!,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,"cl ,d dke dj nsA ok;jl dks bl nqfu;k",stumbling to his feet,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,ls mBk ysA,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,shoulder.,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,jktw,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,ujd esa tyk mlsA xje rsy esa idkSM+s cuk,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,mlds] Hkxoku!,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,"bubbling hot oil, God!",,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RAJU,jSUpks,,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,RANCHO,",s] Hkxoku dks lqikjh ns jgk gS D;k\",,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,FARHAN,lkys rw pqi cSB] gk¡A lkyk gj lky rw,to Rancho,"EXT. WATER TANK STEPS, ICE"
179,DIALOGUE,FARHAN,photo every year. We’re rotting in the,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,ok;jl ds lkFk lSUVj esa cSB ds QksVks f[kpokrk,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,corner. This year we may fall out of the,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,gS] ge yksx lkys lkbM esa [kMs+ jgs gksrs gSa] gk¡!,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,photo altogether.,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,bl lky rks yxrk gS fd lkyk ge QksVksxzkQ,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,"ds ckgj gh yq<+d tk,axsA",,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,jSUpks,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,RANCHO,irk gS eSa QLZV D;ksaa vkrk gw¡\,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,jSUpks,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,RANCHO,iS'ku gS] iS'kuA rsjk iS'ku irk gS D;k gS\,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,RANCHO,my passion. Know your passion?,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,RANCHO,to him.,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,vcs oks esjk cSx gSA,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,jSUpks,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,RANCHO,pqi jg!,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,rw D;k dj jgk gS jSUpks!,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,picking out an envelope from the spilled,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,contents.,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,vcs! vjs!,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,FARHAN,jSUpks,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,RANCHO,rsjk iS'ku ;s gS] ;s ;s ;sA ;s ySVj tk ds,holding up the envelope,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,RANCHO,letter.,,"EXT. WATER TANK STEPS, ICE"
180,DIALOGUE,RANCHO,iksLV djA,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,jktw,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RAJU,vjs ysfdu gS D;k oks\,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,FARHAN,vjs!,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,FARHAN,jSUpks,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,ikap lky igys mlus ;s [kr fy[kk FkkA,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,years ago he wrote this for his favorite,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,vius QSofjV okbYM ykbZQ QksVksxzkQj dksA,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,"wildlife photographer, André",,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,vkanszs,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,FARHAN,jSUpks,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,gk¡] bLrokuA mlds ikl tkds] gaxjh tkds,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,dke lh[kuk pkgrk Fkk oksA ysfdu vius cki,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,fgVyj dqjs'kh ds Mj ls mlus dHkh ;s ySVj,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,never posted it.,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,iksLV gh ughaa fd;k,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,at the nickname.,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,jSUpks,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,vjs bfUt+ fu;fja x Nks M+ vkS j okbYM ykbQ Qks Vks xz kQj,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,cuA oks dke dj ftlesa rsjk VSyUV gSA,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,follow your talent.,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,jSUpks,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,vxj yrk eaxs'kdj ds Qknj us mls cksyk gksrk,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,fd rw QkLV ckSyj cu tk] ;k lfpu rsanwysdj,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,be a fast bowler and Sachin Tendulkar’s,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,ds Qknj us mls cksyk gksrk fd rw flaxj cu,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,"dad pushed him to be a singer, imagine",,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,tk] rks lksp vkt oks dgk¡ gksrs\,,"EXT. WATER TANK STEPS, ICE"
181,DIALOGUE,RANCHO,the disaster?,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,jSUpks,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,rq le> jgk gS] eSa D;k cksy jgk gw¡\ lkys,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,b'd djrk gS tkuojks ls] vksj 'kknh dj jgk,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,but is marrying machines.,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,gS e'khuksa lsA,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,head in front of Rancho.,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,jktw,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RAJU,ckck j.kNksM+nkl esjh xyZ ÝSUM vkSj okbQ,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RAJU,nksauks bfUt+fu;fjax gaSA fQj eSa ykLV D;ksaa,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RAJU,engineering is my girlfriend and wife,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RAJU,vkrk gw¡\,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RAJU,both. But I still fail. Why?,,"EXT. WATER TANK STEPS, ICE"
